Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
254.7 2.15e+06 51331.4 602716 5247.69 33.7049 1.45174e-06 0.251391 604.016 0.0707203 -22.313 8.17938 19.9892 10.6522 -4.20835 57.7 602.716 
254.8 2.15e+06 51273.7 603241 5251.06 33.7533 1.4494e-06 0.251146 604.403 0.0706973 -22.2984 8.17815 19.9826 10.6556 -4.20235 57.7 603.241 
254.9 2.15e+06 51216 603767 5254.44 33.8017 1.44706e-06 0.2509 604.789 0.0706743 -22.2838 8.17692 19.976 10.6591 -4.19634 57.7 603.767 
255 2.15e+06 51158.3 604292 5257.82 33.8503 1.44472e-06 0.250655 605.175 0.0706512 -22.2691 8.17569 19.9694 10.6625 -4.19031 57.7 604.292 
255.1 2.15e+06 51100.6 604818 5261.21 33.899 1.44238e-06 0.25041 605.562 0.0706281 -22.2544 8.17445 19.9628 10.666 -4.18428 57.7 604.818 
255.2 2.15e+06 51042.9 605345 5264.6 33.9478 1.44005e-06 0.250164 605.949 0.070605 -22.2398 8.17322 19.9561 10.6694 -4.17824 57.7 605.345 
255.3 2.15e+06 50985.2 605871 5267.99 33.9967 1.43771e-06 0.249918 606.336 0.0705818 -22.2251 8.17199 19.9495 10.6729 -4.17219 57.7 605.871 
255.4 2.15e+06 50927.5 606398 5271.39 34.0457 1.43538e-06 0.249672 606.723 0.0705586 -22.2104 8.17076 19.9429 10.6764 -4.16612 57.7 606.398 
255.5 2.15e+06 50869.8 606925 5274.79 34.0948 1.43305e-06 0.249426 607.111 0.0705354 -22.1957 8.16952 19.9362 10.6799 -4.16005 57.7 606.925 
255.6 2.15e+06 50812.1 607453 5278.2 34.144 1.43072e-06 0.24918 607.499 0.0705121 -22.181 8.16829 19.9296 10.6834 -4.15396 57.7 607.453 
255.7 2.15e+06 50754.4 607981 5281.62 34.1934 1.4284e-06 0.248934 607.887 0.0704888 -22.1663 8.16705 19.9229 10.6869 -4.14787 57.7 607.981 
255.8 2.15e+06 50696.7 608509 5285.04 34.2428 1.42607e-06 0.248688 608.275 0.0704655 -22.1515 8.16582 19.9163 10.6904 -4.14177 57.7 608.509 
255.9 2.15e+06 50639 609038 5288.46 34.2924 1.42375e-06 0.248441 608.663 0.0704421 -22.1368 8.16458 19.9096 10.6939 -4.13565 57.7 609.038 
256 2.15e+06 50581.3 609567 5291.89 34.3421 1.42143e-06 0.248194 609.051 0.0704187 -22.122 8.16335 19.903 10.6974 -4.12953 57.7 609.567 
256.1 2.15e+06 50523.6 610096 5295.33 34.3918 1.41911e-06 0.247948 609.44 0.0703953 -22.1073 8.16211 19.8963 10.7009 -4.12339 57.7 610.096 
256.2 2.15e+06 50465.9 610626 5298.76 34.4417 1.4168e-06 0.247701 609.829 0.0703718 -22.0925 8.16087 19.8896 10.7045 -4.11724 57.7 610.626 
256.3 2.15e+06 50408.2 611156 5302.21 34.4917 1.41448e-06 0.247454 610.218 0.0703484 -22.0777 8.15964 19.883 10.708 -4.11109 57.7 611.156 
256.4 2.15e+06 50350.5 611687 5305.66 34.5418 1.41217e-06 0.247207 610.607 0.0703248 -22.0629 8.1584 19.8763 10.7116 -4.10492 57.7 611.687 
256.5 2.15e+06 50292.8 612217 5309.11 34.5921 1.40986e-06 0.24696 610.996 0.0703013 -22.0481 8.15716 19.8696 10.7151 -4.09874 57.7 612.217 
256.6 2.15e+06 50235.1 612748 5312.57 34.6424 1.40755e-06 0.246712 611.386 0.0702777 -22.0333 8.15592 19.8629 10.7187 -4.09255 57.7 612.748 
256.7 2.15e+06 50177.4 613280 5316.04 34.6929 1.40524e-06 0.246465 611.776 0.0702541 -22.0184 8.15468 19.8562 10.7223 -4.08635 57.7 613.28 
256.8 2.15e+06 50119.7 613812 5319.5 34.7434 1.40293e-06 0.246217 612.166 0.0702304 -22.0036 8.15344 19.8495 10.7258 -4.08014 57.7 613.812 
256.9 2.15e+06 50062 614344 5322.98 34.7941 1.40063e-06 0.245969 612.556 0.0702068 -21.9887 8.1522 19.8428 10.7294 -4.07392 57.7 614.344 
257 2.15e+06 50004.3 614876 5326.46 34.8449 1.39833e-06 0.245722 612.946 0.070183 -21.9739 8.15096 19.8361 10.733 -4.06769 57.7 614.876 
257.1 2.15e+06 49946.6 615409 5329.94 34.8958 1.39603e-06 0.245474 613.337 0.0701593 -21.959 8.14971 19.8294 10.7366 -4.06145 57.7 615.409 
257.2 2.15e+06 49888.9 615942 5333.43 34.9469 1.39373e-06 0.245226 613.728 0.0701355 -21.9441 8.14847 19.8226 10.7402 -4.05519 57.7 615.942 
257.3 2.15e+06 49831.2 616476 5336.93 34.998 1.39143e-06 0.244977 614.119 0.0701117 -21.9292 8.14723 19.8159 10.7439 -4.04893 57.7 616.476 
257.4 2.15e+06 49773.5 617010 5340.43 35.0493 1.38913e-06 0.244729 614.51 0.0700879 -21.9143 8.14599 19.8092 10.7475 -4.04266 57.7 617.01 
257.5 2.15e+06 49715.8 617544 5343.93 35.1006 1.38684e-06 0.24448 614.901 0.070064 -21.8994 8.14474 19.8024 10.7511 -4.03637 57.7 617.544 
257.6 2.15e+06 49658.1 618078 5347.44 35.1521 1.38455e-06 0.244232 615.293 0.0700401 -21.8845 8.1435 19.7957 10.7547 -4.03007 57.7 618.078 
257.7 2.15e+06 49600.4 618613 5350.96 35.2037 1.38226e-06 0.243983 615.685 0.0700161 -21.8695 8.14225 19.7889 10.7584 -4.02377 57.7 618.613 
257.8 2.15e+06 49542.7 619149 5354.48 35.2555 1.37997e-06 0.243734 616.077 0.0699922 -21.8546 8.14101 19.7822 10.762 -4.01745 57.7 619.149 
257.9 2.15e+06 49485 619684 5358 35.3073 1.37768e-06 0.243485 616.469 0.0699682 -21.8396 8.13976 19.7754 10.7657 -4.01112 57.7 619.684 
258 2.15e+06 49427.3 620220 5361.53 35.3593 1.3754e-06 0.243236 616.861 0.0699441 -21.8246 8.13851 19.7686 10.7694 -4.00478 57.7 620.22 
258.1 2.15e+06 49369.6 620756 5365.07 35.4114 1.37312e-06 0.242987 617.254 0.0699201 -21.8096 8.13727 19.7619 10.773 -3.99842 57.7 620.756 
258.2 2.15e+06 49311.9 621293 5368.61 35.4636 1.37083e-06 0.242738 617.647 0.069896 -21.7946 8.13602 19.7551 10.7767 -3.99206 57.7 621.293 
258.3 2.15e+06 49254.2 621830 5372.16 35.5159 1.36856e-06 0.242488 618.04 0.0698718 -21.7796 8.13477 19.7483 10.7804 -3.98569 57.7 621.83 
258.4 2.15e+06 49196.5 622368 5375.71 35.5684 1.36628e-06 0.242239 618.433 0.0698477 -21.7646 8.13352 19.7415 10.7841 -3.9793 57.7 622.368 
258.5 2.15e+06 49138.8 622905 5379.27 35.6209 1.364e-06 0.241989 618.826 0.0698235 -21.7496 8.13227 19.7347 10.7878 -3.97291 57.7 622.905 
258.6 2.15e+06 49081.1 623443 5382.83 35.6736 1.36173e-06 0.241739 619.22 0.0697993 -21.7345 8.13102 19.7279 10.7915 -3.9665 57.7 623.443 
258.7 2.15e+06 49023.4 623982 5386.4 35.7264 1.35945e-06 0.241489 619.613 0.069775 -21.7195 8.12977 19.7211 10.7953 -3.96008 57.7 623.982 
258.8 2.15e+06 48965.7 624521 5389.97 35.7793 1.35718e-06 0.241239 620.007 0.0697507 -21.7044 8.12852 19.7143 10.799 -3.95365 57.7 624.521 
258.9 2.15e+06 48908 625060 5393.55 35.8324 1.35491e-06 0.240989 620.402 0.0697264 -21.6893 8.12727 19.7075 10.8027 -3.94721 57.7 625.06 
259 2.15e+06 48850.3 625599 5397.13 35.8856 1.35265e-06 0.240738 620.796 0.069702 -21.6742 8.12602 19.7006 10.8065 -3.94076 57.7 625.599 
259.1 2.15e+06 48792.6 626139 5400.72 35.9389 1.35038e-06 0.240488 621.19 0.0696776 -21.6591 8.12476 19.6938 10.8102 -3.93429 57.7 626.139 
259.2 2.15e+06 48734.9 626680 5404.31 35.9923 1.34812e-06 0.240237 621.585 0.0696532 -21.644 8.12351 19.6869 10.814 -3.92782 57.7 626.68 
259.3 2.15e+06 48677.2 627220 5407.91 36.0458 1.34585e-06 0.239986 621.98 0.0696287 -21.6289 8.12226 19.6801 10.8177 -3.92133 57.7 627.22 
259.4 2.15e+06 48619.5 627761 5411.52 36.0995 1.34359e-06 0.239736 622.375 0.0696043 -21.6138 8.121 19.6732 10.8215 -3.91483 57.7 627.761 
259.5 2.15e+06 48561.8 628303 5415.13 36.1533 1.34134e-06 0.239485 622.771 0.0695797 -21.5986 8.11975 19.6664 10.8253 -3.90832 57.7 628.303 
259.6 2.15e+06 48504.1 628844 5418.74 36.2072 1.33908e-06 0.239233 623.166 0.0695552 -21.5834 8.11849 19.6595 10.8291 -3.9018 57.7 628.844 
259.7 2.15e+06 48446.4 629386 5422.36 36.2613 1.33682e-06 0.238982 623.562 0.0695306 -21.5683 8.11724 19.6526 10.8329 -3.89526 57.7 629.386 
259.8 2.15e+06 48388.7 629929 5425.99 36.3155 1.33457e-06 0.238731 623.958 0.069506 -21.5531 8.11598 19.6458 10.8367 -3.88872 57.7 629.929 
259.9 2.15e+06 48331 630471 5429.62 36.3698 1.33232e-06 0.238479 624.354 0.0694813 -21.5379 8.11472 19.6389 10.8405 -3.88216 57.7 630.471 
260 2.15e+06 48273.3 631015 5433.26 36.4242 1.33007e-06 0.238228 624.751 0.0694566 -21.5227 8.11347 19.632 10.8443 -3.8756 57.7 631.015 
260.1 2.15e+06 48215.6 631558 5436.9 36.4787 1.32782e-06 0.237976 625.147 0.0694319 -21.5074 8.11221 19.6251 10.8481 -3.86902 57.7 631.558 
260.2 2.15e+06 48157.9 632102 5440.55 36.5334 1.32557e-06 0.237724 625.544 0.0694072 -21.4922 8.11095 19.6182 10.852 -3.86242 57.7 632.102 
260.3 2.15e+06 48100.2 632646 5444.2 36.5882 1.32333e-06 0.237472 625.941 0.0693824 -21.477 8.10969 19.6112 10.8558 -3.85582 57.7 632.646 
260.4 2.15e+06 48042.5 633191 5447.86 36.6432 1.32108e-06 0.23722 626.338 0.0693576 -21.4617 8.10843 19.6043 10.8597 -3.8492 57.7 633.191 
260.5 2.15e+06 47984.8 633736 5451.52 36.6983 1.31884e-06 0.236967 626.736 0.0693328 -21.4464 8.10717 19.5974 10.8635 -3.84258 57.7 633.736 
260.6 2.15e+06 47927.1 634281 5455.19 36.7535 1.3166e-06 0.236715 627.133 0.0693079 -21.4311 8.10591 19.5904 10.8674 -3.83594 57.7 634.281 
260.7 2.15e+06 47869.4 634827 5458.87 36.8088 1.31436e-06 0.236462 627.531 0.069283 -21.4158 8.10465 19.5835 10.8713 -3.82929 57.7 634.827 
260.8 2.15e+06 47811.7 635373 5462.55 36.8643 1.31213e-06 0.23621 627.929 0.069258 -21.4005 8.10338 19.5765 10.8751 -3.82262 57.7 635.373 
260.9 2.15e+06 47754 635919 5466.24 36.9199 1.30989e-06 0.235957 628.327 0.069233 -21.3852 8.10212 19.5696 10.879 -3.81595 57.7 635.919 
261 2.15e+06 47696.3 636466 5469.93 36.9756 1.30766e-06 0.235704 628.726 0.069208 -21.3699 8.10086 19.5626 10.8829 -3.80926 57.7 636.466 
261.1 2.15e+06 47638.6 637013 5473.62 37.0314 1.30542e-06 0.235451 629.125 0.069183 -21.3545 8.0996 19.5556 10.8868 -3.80256 57.7 637.013 
261.2 2.15e+06 47580.9 637561 5477.33 37.0874 1.30319e-06 0.235198 629.523 0.0691579 -21.3392 8.09833 19.5486 10.8908 -3.79585 57.7 637.561 
261.3 2.15e+06 47523.2 638109 5481.04 37.1436 1.30097e-06 0.234944 629.922 0.0691328 -21.3238 8.09707 19.5417 10.8947 -3.78913 57.7 638.109 
261.4 2.15e+06 47465.5 638657 5484.75 37.1998 1.29874e-06 0.234691 630.322 0.0691077 -21.3084 8.0958 19.5347 10.8986 -3.78239 57.7 638.657 
261.5 2.15e+06 47407.8 639206 5488.47 37.2562 1.29651e-06 0.234437 630.721 0.0690825 -21.293 8.09454 19.5276 10.9025 -3.77564 57.7 639.206 
261.6 2.15e+06 47350.1 639755 5492.2 37.3128 1.29429e-06 0.234184 631.121 0.0690573 -21.2776 8.09327 19.5206 10.9065 -3.76888 57.7 639.755 
261.7 2.15e+06 47292.4 640304 5495.93 37.3694 1.29207e-06 0.23393 631.521 0.0690321 -21.2621 8.092 19.5136 10.9104 -3.76211 57.7 640.304 
261.8 2.15e+06 47234.7 640854 5499.66 37.4262 1.28985e-06 0.233676 631.921 0.0690068 -21.2467 8.09073 19.5066 10.9144 -3.75533 57.7 640.854 
261.9 2.15e+06 47177 641404 5503.41 37.4832 1.28763e-06 0.233422 632.321 0.0689815 -21.2313 8.08947 19.4995 10.9184 -3.74853 57.7 641.404 
262 2.15e+06 47119.3 641955 5507.16 37.5402 1.28541e-06 0.233167 632.722 0.0689562 -21.2158 8.0882 19.4925 10.9223 -3.74172 57.7 641.955 
262.1 2.15e+06 47061.6 642506 5510.91 37.5974 1.2832e-06 0.232913 633.122 0.0689308 -21.2003 8.08693 19.4854 10.9263 -3.7349 57.7 642.506 
262.2 2.15e+06 47003.9 643057 5514.67 37.6548 1.28098e-06 0.232658 633.523 0.0689054 -21.1848 8.08566 19.4784 10.9303 -3.72807 57.7 643.057 
262.3 2.15e+06 46946.2 643608 5518.44 37.7123 1.27877e-06 0.232404 633.925 0.06888 -21.1693 8.08439 19.4713 10.9343 -3.72122 57.7 643.608 
262.4 2.15e+06 46888.5 644161 5522.21 37.7699 1.27656e-06 0.232149 634.326 0.0688545 -21.1538 8.08312 19.4642 10.9383 -3.71436 57.7 644.161 
262.5 2.15e+06 46830.8 644713 5525.98 37.8277 1.27435e-06 0.231894 634.728 0.068829 -21.1383 8.08185 19.4571 10.9424 -3.70749 57.7 644.713 
262.6 2.15e+06 46773.1 645266 5529.77 37.8856 1.27215e-06 0.231639 635.129 0.0688035 -21.1227 8.08057 19.45 10.9464 -3.7006 57.7 645.266 
262.7 2.15e+06 46715.4 645819 5533.55 37.9436 1.26994e-06 0.231384 635.531 0.0687779 -21.1071 8.0793 19.4429 10.9504 -3.69371 57.7 645.819 
262.8 2.15e+06 46657.7 646372 5537.35 38.0018 1.26774e-06 0.231128 635.934 0.0687523 -21.0916 8.07803 19.4358 10.9545 -3.6868 57.7 646.372 
262.9 2.15e+06 46600 646926 5541.15 38.0602 1.26553e-06 0.230873 636.336 0.0687267 -21.076 8.07675 19.4287 10.9585 -3.67987 57.7 646.926 
263 2.15e+06 46542.3 647481 5544.96 38.1186 1.26333e-06 0.230617 636.739 0.068701 -21.0604 8.07548 19.4216 10.9626 -3.67294 57.7 647.481 
263.1 2.15e+06 46484.6 648035 5548.77 38.1772 1.26114e-06 0.230361 637.141 0.0686753 -21.0448 8.0742 19.4144 10.9666 -3.66599 57.7 648.035 
263.2 2.15e+06 46426.9 648590 5552.58 38.236 1.25894e-06 0.230105 637.545 0.0686496 -21.0291 8.07293 19.4073 10.9707 -3.65903 57.7 648.59 
263.3 2.15e+06 46369.2 649146 5556.41 38.2949 1.25674e-06 0.229849 637.948 0.0686238 -21.0135 8.07165 19.4001 10.9748 -3.65206 57.7 649.146 
263.4 2.15e+06 46311.5 649702 5560.24 38.3539 1.25455e-06 0.229593 638.351 0.0685981 -20.9978 8.07038 19.393 10.9789 -3.64507 57.7 649.702 
263.5 2.15e+06 46253.8 650258 5564.07 38.4131 1.25236e-06 0.229337 638.755 0.0685722 -20.9822 8.0691 19.3858 10.983 -3.63807 57.7 650.258 
263.6 2.15e+06 46196.1 650815 5567.91 38.4725 1.25016e-06 0.229081 639.159 0.0685464 -20.9665 8.06782 19.3786 10.9871 -3.63106 57.7 650.815 
263.7 2.15e+06 46138.4 651371 5571.76 38.532 1.24798e-06 0.228824 639.563 0.0685205 -20.9508 8.06654 19.3714 10.9912 -3.62403 57.7 651.371 
263.8 2.15e+06 46080.7 651929 5575.61 38.5916 1.24579e-06 0.228567 639.967 0.0684945 -20.9351 8.06526 19.3642 10.9953 -3.61699 57.7 651.929 
263.9 2.15e+06 46023 652487 5579.47 38.6514 1.2436e-06 0.22831 640.372 0.0684686 -20.9193 8.06398 19.357 10.9995 -3.60994 57.7 652.487 
264 2.15e+06 45965.3 653045 5583.34 38.7113 1.24142e-06 0.228053 640.777 0.0684426 -20.9036 8.0627 19.3498 11.0036 -3.60288 57.7 653.045 
264.1 2.15e+06 45907.6 653603 5587.21 38.7713 1.23923e-06 0.227796 641.182 0.0684166 -20.8878 8.06142 19.3425 11.0078 -3.5958 57.7 653.603 
264.2 2.15e+06 45849.9 654162 5591.09 38.8316 1.23705e-06 0.227539 641.587 0.0683905 -20.8721 8.06014 19.3353 11.0119 -3.58871 57.7 654.162 
264.3 2.15e+06 45792.2 654721 5594.97 38.8919 1.23487e-06 0.227282 641.992 0.0683644 -20.8563 8.05886 19.3281 11.0161 -3.5816 57.7 654.721 
264.4 2.15e+06 45734.5 655281 5598.86 38.9525 1.2327e-06 0.227024 642.398 0.0683383 -20.8405 8.05758 19.3208 11.0203 -3.57448 57.7 655.281 
264.5 2.15e+06 45676.8 655841 5602.76 39.0131 1.23052e-06 0.226766 642.804 0.0683121 -20.8247 8.05629 19.3135 11.0245 -3.56735 57.7 655.841 
264.6 2.15e+06 45619.1 656402 5606.66 39.0739 1.22834e-06 0.226509 643.21 0.068286 -20.8088 8.05501 19.3062 11.0287 -3.56021 57.7 656.402 
264.7 2.15e+06 45561.4 656963 5610.56 39.1349 1.22617e-06 0.226251 643.616 0.0682597 -20.793 8.05372 19.299 11.0329 -3.55305 57.7 656.963 
264.8 2.15e+06 45503.7 657524 5614.48 39.196 1.224e-06 0.225993 644.023 0.0682335 -20.7771 8.05244 19.2917 11.0371 -3.54588 57.7 657.524 
264.9 2.15e+06 45446 658085 5618.4 39.2573 1.22183e-06 0.225734 644.43 0.0682072 -20.7613 8.05115 19.2844 11.0413 -3.53869 57.7 658.085 
265 2.15e+06 45388.3 658648 5622.32 39.3187 1.21966e-06 0.225476 644.837 0.0681809 -20.7454 8.04987 19.277 11.0455 -3.53149 57.7 658.648 
265.1 2.15e+06 45330.6 659210 5626.25 39.3803 1.21749e-06 0.225218 645.244 0.0681545 -20.7295 8.04858 19.2697 11.0498 -3.52428 57.7 659.21 
265.2 2.15e+06 45272.9 659773 5630.19 39.442 1.21533e-06 0.224959 645.651 0.0681281 -20.7136 8.04729 19.2624 11.054 -3.51705 57.7 659.773 
265.3 2.15e+06 45215.2 660336 5634.14 39.5039 1.21316e-06 0.2247 646.059 0.0681017 -20.6976 8.04601 19.255 11.0582 -3.50981 57.7 660.336 
265.4 2.15e+06 45157.5 660900 5638.09 39.566 1.211e-06 0.224441 646.467 0.0680752 -20.6817 8.04472 19.2477 11.0625 -3.50256 57.7 660.9 
265.5 2.15e+06 45099.8 661464 5642.04 39.6282 1.20884e-06 0.224182 646.875 0.0680488 -20.6657 8.04343 19.2403 11.0668 -3.49529 57.7 661.464 
265.6 2.15e+06 45042.1 662028 5646.01 39.6905 1.20668e-06 0.223923 647.283 0.0680222 -20.6497 8.04214 19.2329 11.0711 -3.48801 57.7 662.028 
265.7 2.15e+06 44984.4 662593 5649.98 39.7531 1.20452e-06 0.223664 647.692 0.0679957 -20.6337 8.04085 19.2255 11.0754 -3.48072 57.7 662.593 
265.8 2.15e+06 44926.7 663158 5653.95 39.8157 1.20237e-06 0.223404 648.1 0.0679691 -20.6177 8.03956 19.2181 11.0796 -3.47341 57.7 663.158 
265.9 2.15e+06 44869 663724 5657.93 39.8786 1.20021e-06 0.223145 648.509 0.0679425 -20.6017 8.03827 19.2107 11.084 -3.46609 57.7 663.724 
266 2.15e+06 44811.3 664290 5661.92 39.9416 1.19806e-06 0.222885 648.918 0.0679158 -20.5857 8.03698 19.2033 11.0883 -3.45875 57.7 664.29 
266.1 2.15e+06 44753.6 664856 5665.91 40.0047 1.19591e-06 0.222625 649.328 0.0678891 -20.5696 8.03568 19.1959 11.0926 -3.4514 57.7 664.856 
266.2 2.15e+06 44695.9 665423 5669.91 40.068 1.19376e-06 0.222365 649.737 0.0678624 -20.5536 8.03439 19.1884 11.0969 -3.44403 57.7 665.423 
266.3 2.15e+06 44638.2 665990 5673.92 40.1315 1.19161e-06 0.222105 650.147 0.0678356 -20.5375 8.0331 19.181 11.1013 -3.43666 57.7 665.99 
266.4 2.15e+06 44580.5 666558 5677.93 40.1951 1.18946e-06 0.221844 650.557 0.0678089 -20.5214 8.0318 19.1735 11.1056 -3.42926 57.7 666.558 
266.5 2.15e+06 44522.8 667126 5681.95 40.2589 1.18732e-06 0.221584 650.968 0.067782 -20.5053 8.03051 19.166 11.11 -3.42186 57.7 667.126 
266.6 2.15e+06 44465.1 667694 5685.98 40.3229 1.18517e-06 0.221323 651.378 0.0677552 -20.4891 8.02921 19.1585 11.1143 -3.41443 57.7 667.694 
266.7 2.15e+06 44407.4 668263 5690.01 40.387 1.18303e-06 0.221062 651.789 0.0677283 -20.473 8.02791 19.151 11.1187 -3.407 57.7 668.263 
266.8 2.15e+06 44349.7 668832 5694.05 40.4513 1.18089e-06 0.220802 652.2 0.0677014 -20.4568 8.02662 19.1435 11.1231 -3.39955 57.7 668.832 
266.9 2.15e+06 44292 669402 5698.1 40.5157 1.17875e-06 0.22054 652.611 0.0676744 -20.4406 8.02532 19.136 11.1275 -3.39208 57.7 669.402 
267 2.15e+06 44234.3 669972 5702.15 40.5804 1.17661e-06 0.220279 653.022 0.0676474 -20.4245 8.02402 19.1285 11.1319 -3.3846 57.7 669.972 
267.1 2.15e+06 44176.6 670542 5706.21 40.6451 1.17448e-06 0.220018 653.434 0.0676204 -20.4082 8.02272 19.1209 11.1363 -3.37711 57.7 670.542 
267.2 2.15e+06 44118.9 671113 5710.27 40.7101 1.17234e-06 0.219756 653.846 0.0675933 -20.392 8.02142 19.1134 11.1407 -3.3696 57.7 671.113 
267.3 2.15e+06 44061.2 671684 5714.34 40.7752 1.17021e-06 0.219495 654.258 0.0675662 -20.3758 8.02012 19.1058 11.1452 -3.36208 57.7 671.684 
267.4 2.15e+06 44003.5 672256 5718.42 40.8405 1.16808e-06 0.219233 654.67 0.0675391 -20.3595 8.01882 19.0982 11.1496 -3.35454 57.7 672.256 
267.5 2.15e+06 43945.8 672828 5722.5 40.9059 1.16595e-06 0.218971 655.083 0.067512 -20.3432 8.01752 19.0907 11.1541 -3.34699 57.7 672.828 
267.6 2.15e+06 43888.1 673400 5726.59 40.9716 1.16382e-06 0.218709 655.496 0.0674848 -20.327 8.01622 19.0831 11.1585 -3.33943 57.7 673.4 
267.7 2.15e+06 43830.4 673973 5730.69 41.0374 1.16169e-06 0.218447 655.909 0.0674575 -20.3106 8.01492 19.0754 11.163 -3.33185 57.7 673.973 
267.8 2.15e+06 43772.7 674546 5734.79 41.1033 1.15957e-06 0.218185 656.322 0.0674303 -20.2943 8.01362 19.0678 11.1675 -3.32425 57.7 674.546 
267.9 2.15e+06 43715 675120 5738.9 41.1694 1.15744e-06 0.217922 656.735 0.067403 -20.278 8.01231 19.0602 11.1719 -3.31664 57.7 675.12 
268 2.15e+06 43657.3 675694 5743.02 41.2358 1.15532e-06 0.21766 657.149 0.0673757 -20.2616 8.01101 19.0525 11.1764 -3.30901 57.7 675.694 
268.1 2.15e+06 43599.6 676269 5747.15 41.3022 1.1532e-06 0.217397 657.563 0.0673483 -20.2453 8.0097 19.0449 11.1809 -3.30137 57.7 676.269 
268.2 2.15e+06 43541.9 676844 5751.28 41.3689 1.15108e-06 0.217134 657.977 0.0673209 -20.2289 8.0084 19.0372 11.1855 -3.29372 57.7 676.844 
268.3 2.15e+06 43484.2 677419 5755.41 41.4357 1.14896e-06 0.216871 658.391 0.0672935 -20.2125 8.00709 19.0295 11.19 -3.28605 57.7 677.419 
268.4 2.15e+06 43426.5 677995 5759.56 41.5027 1.14684e-06 0.216608 658.806 0.067266 -20.196 8.00579 19.0218 11.1945 -3.27836 57.7 677.995 
268.5 2.15e+06 43368.8 678571 5763.71 41.5699 1.14473e-06 0.216344 659.221 0.0672385 -20.1796 8.00448 19.0141 11.1991 -3.27066 57.7 678.571 
268.6 2.15e+06 43311.1 679147 5767.86 41.6372 1.14261e-06 0.216081 659.636 0.067211 -20.1631 8.00317 19.0064 11.2036 -3.26295 57.7 679.147 
268.7 2.15e+06 43253.4 679724 5772.03 41.7048 1.1405e-06 0.215817 660.051 0.0671834 -20.1467 8.00186 18.9986 11.2082 -3.25521 57.7 679.724 
268.8 2.15e+06 43195.7 680302 5776.2 41.7725 1.13839e-06 0.215553 660.467 0.0671558 -20.1302 8.00055 18.9909 11.2127 -3.24747 57.7 680.302 
268.9 2.15e+06 43138 680880 5780.37 41.8404 1.13628e-06 0.215289 660.883 0.0671282 -20.1137 7.99924 18.9831 11.2173 -3.23971 57.7 680.88 
269 2.15e+06 43080.3 681458 5784.56 41.9084 1.13417e-06 0.215025 661.299 0.0671005 -20.0972 7.99793 18.9754 11.2219 -3.23193 57.7 681.458 
269.1 2.15e+06 43022.6 682037 5788.75 41.9767 1.13207e-06 0.214761 661.715 0.0670728 -20.0806 7.99662 18.9676 11.2265 -3.22414 57.7 682.037 
269.2 2.15e+06 42964.9 682616 5792.95 42.0451 1.12996e-06 0.214496 662.131 0.0670451 -20.0641 7.99531 18.9598 11.2311 -3.21633 57.7 682.616 
269.3 2.15e+06 42907.2 683195 5797.15 42.1137 1.12786e-06 0.214232 662.548 0.0670173 -20.0475 7.994 18.952 11.2357 -3.20851 57.7 683.195 
269.4 2.15e+06 42849.5 683775 5801.36 42.1825 1.12576e-06 0.213967 662.965 0.0669895 -20.0309 7.99268 18.9441 11.2403 -3.20067 57.7 683.775 
269.5 2.15e+06 42791.8 684355 5805.58 42.2515 1.12366e-06 0.213702 663.382 0.0669617 -20.0143 7.99137 18.9363 11.245 -3.19281 57.7 684.355 
269.6 2.15e+06 42734.1 684936 5809.81 42.3206 1.12156e-06 0.213437 663.8 0.0669338 -19.9977 7.99006 18.9284 11.2496 -3.18494 57.7 684.936 
269.7 2.15e+06 42676.4 685517 5814.04 42.3899 1.11946e-06 0.213172 664.217 0.0669059 -19.981 7.98874 18.9206 11.2543 -3.17706 57.7 685.517 
269.8 2.15e+06 42618.7 686099 5818.28 42.4595 1.11736e-06 0.212907 664.635 0.066878 -19.9644 7.98743 18.9127 11.2589 -3.16916 57.7 686.099 
269.9 2.15e+06 42561 686681 5822.52 42.5292 1.11527e-06 0.212642 665.053 0.06685 -19.9477 7.98611 18.9048 11.2636 -3.16124 57.7 686.681 
270 2.15e+06 42503.3 687263 5826.78 42.5991 1.11318e-06 0.212376 665.472 0.066822 -19.931 7.98479 18.8969 11.2683 -3.15331 57.7 687.263 
270.1 2.15e+06 42445.6 687846 5831.04 42.6691 1.11108e-06 0.21211 665.89 0.066794 -19.9143 7.98348 18.889 11.273 -3.14536 57.7 687.846 
270.2 2.15e+06 42387.9 688430 5835.3 42.7394 1.10899e-06 0.211844 666.309 0.0667659 -19.8975 7.98216 18.881 11.2777 -3.13739 57.7 688.43 
270.3 2.15e+06 42330.2 689013 5839.58 42.8099 1.10691e-06 0.211578 666.728 0.0667378 -19.8808 7.98084 18.8731 11.2824 -3.12941 57.7 689.013 
270.4 2.15e+06 42272.5 689598 5843.86 42.8805 1.10482e-06 0.211312 667.147 0.0667096 -19.864 7.97952 18.8651 11.2871 -3.12141 57.7 689.598 
270.5 2.15e+06 42214.8 690182 5848.15 42.9514 1.10273e-06 0.211046 667.567 0.0666815 -19.8472 7.9782 18.8572 11.2919 -3.1134 57.7 690.182 
